gx,gz,nodata_count,inner_samples,nodata_pct,valid_min_m,valid_max_m,valid_mean_m,nearby_valid_mean_m
163,-77,2553,4096,62.33,-1.6,-1.6,-1.6,-1.6
163,-78,3814,4096,93.12,-1.6,-1.6,-1.6,-1.6
163,53,503,4096,12.28,2.2,3.1,2.76,2.75
163,74,4017,4096,98.07,-1.5,-1.5,-1.5,-1.5
164,-70,1247,4096,30.44,-1.6,-1.6,-1.6,-1.6
164,-74,3835,4096,93.63,-1.6,-1.6,-1.6,-1.6
164,-75,4068,4096,99.32,-1.6,-1.6,-1.6,-1.6
164,73,3800,4096,92.77,-1.5,-1.5,-1.5,-1.5
164,74,700,4096,17.09,-1.5,-1.2,-1.5,-1.5
164,79,1140,4096,27.83,-1.5,3.5,0.3,0.33
164,80,1976,4096,48.24,-1.5,0.5,-0.92,-1.02
164,81,3616,4096,88.28,-0.1,0.8,0.08,0.17
165,-68,277,4096,6.76,-1.6,-1.6,-1.6,-1.6
165,-69,2589,4096,63.21,-1.6,-1.6,-1.6,-1.6
165,-70,4094,4096,99.95,-1.6,-1.6,-1.6,-1.6
165,72,3987,4096,97.34,-1.5,-1.5,-1.5,-1.5
165,73,996,4096,24.32,-1.5,-1.5,-1.5,-1.5
165,81,539,4096,13.16,-0.1,1.6,0.9,0.98
165,82,2525,4096,61.65,0.4,1.6,1.08,1.13
165,83,3865,4096,94.36,1.4,1.4,1.4,1.4
166,-66,255,4096,6.23,-1.6,-1.6,-1.6,-1.6
166,-67,1656,4096,40.43,-1.6,-1.6,-1.6,-1.6
166,-68,3684,4096,89.94,-1.6,-1.6,-1.6,-1.6
166,83,1684,4096,41.11,1.0,2.1,1.31,1.39
167,-65,2614,4096,63.82,-1.6,-1.6,-1.6,-1.6
167,-66,3954,4096,96.53,-1.6,-1.6,-1.6,-1.6
167,83,484,4096,11.82,-1.5,2.3,1.74,1.82
167,84,4074,4096,99.46,0.8,2.6,1.18,1.09
168,84,2973,4096,72.58,1.0,5.1,3.3,3.46
169,-60,35,4096,0.85,-1.6,-1.1,-1.6,-1.55
169,-61,2097,4096,51.2,-1.6,-1.6,-1.6,-1.6
169,84,1079,4096,26.34,-1.5,5.1,2.15,1.41
170,-60,2967,4096,72.44,-1.6,-1.6,-1.6,-1.6
170,85,3793,4096,92.6,1.2,2.1,1.88,1.89
171,-60,2271,4096,55.44,-1.6,-1.6,-1.6,-1.6
171,-61,4002,4096,97.71,-1.6,-1.6,-1.6,-1.6
171,-63,4074,4096,99.46,-1.6,-1.6,-1.6,-1.6
171,-64,3579,4096,87.38,-1.6,-1.6,-1.6,-1.6
171,-65,3095,4096,75.56,-1.6,-1.6,-1.6,-1.6
171,-66,3829,4096,93.48,-1.6,-1.6,-1.6,-1.6
171,85,3645,4096,88.99,0.9,2.4,1.5,1.57
172,-61,353,4096,8.62,-1.6,-1.6,-1.6,-1.6
172,-62,842,4096,20.56,-1.6,-1.6,-1.6,-1.6
172,-63,189,4096,4.61,-1.6,-1.6,-1.6,-1.6
172,-66,42,4096,1.03,-1.6,-1.6,-1.6,-1.6
172,-67,822,4096,20.07,-1.6,-1.6,-1.6,-1.6
172,-68,2118,4096,51.71,-1.6,-1.6,-1.6,-1.6
172,-69,3870,4096,94.48,-1.6,-1.6,-1.6,-1.6
172,85,2721,4096,66.43,0.2,2.6,1.53,1.55
173,-69,312,4096,7.62,-1.6,-1.6,-1.6,-1.6
173,-70,2229,4096,54.42,-1.6,-1.6,-1.6,-1.6
173,-71,4073,4096,99.44,-1.6,-1.6,-1.6,-1.6
173,85,2133,4096,52.08,1.3,1.7,1.54,1.54
174,-71,3131,4096,76.44,-1.6,-1.6,-1.6,-1.6
174,85,2041,4096,49.83,1.7,2.7,2.23,2.23
175,-71,2124,4096,51.86,-1.6,-1.6,-1.6,-1.6
175,101,3578,4096,87.35,-1.5,-1.5,-1.5,-1.5
175,84,7,4096,0.17,2.0,2.7,2.3,2.31
175,85,3336,4096,81.45,2.2,2.7,2.34,2.37
176,-71,1147,4096,28.0,-1.6,-1.6,-1.6,-1.6
176,100,3754,4096,91.65,-1.5,-1.5,-1.5,-1.5
176,101,545,4096,13.31,-1.5,-1.5,-1.5,-1.5
176,84,1055,4096,25.76,2.2,2.8,2.5,2.44
177,-71,2012,4096,49.12,-1.6,-1.5,-1.6,-1.6
177,100,1018,4096,24.85,-1.5,-1.5,-1.5,-1.5
177,84,2936,4096,71.68,2.0,3.1,2.46,2.57
177,99,4025,4096,98.27,-1.5,-1.5,-1.5,-1.5
178,-70,1244,4096,30.37,-1.6,-0.9,-1.11,-1.11
178,-71,4070,4096,99.37,-1.6,-1.6,-1.6,-1.6
178,60,3933,4096,96.02,-1.5,-1.5,-1.5,-1.5
178,61,3237,4096,79.03,-1.5,-1.5,-1.5,-1.5
178,62,2505,4096,61.16,-1.5,-1.5,-1.5,-1.5
178,84,2183,4096,53.3,2.7,7.2,4.32,4.74
178,85,4087,4096,99.78,7.1,7.2,7.19,7.19
178,99,1760,4096,42.97,-1.5,-1.5,-1.5,-1.5
179,-69,570,4096,13.92,-1.0,1.9,-0.22,-0.46
179,-70,3781,4096,92.31,-1.1,-0.9,-0.98,-0.99
179,54,3666,4096,89.5,0.6,3.0,1.23,1.32
179,58,3435,4096,83.86,0.9,2.0,1.6,1.55
179,59,790,4096,19.29,1.2,2.2,1.7,1.71
179,60,44,4096,1.07,-1.5,2.0,-0.8,-0.74
179,85,699,4096,17.07,7.0,7.9,7.51,7.44
179,86,2701,4096,65.94,7.6,8.6,8.08,8.06
179,87,4086,4096,99.76,8.1,8.3,8.25,8.22
179,98,3526,4096,86.08,-1.5,-1.5,-1.5,-1.5
179,99,10,4096,0.24,-1.5,-1.5,-1.5,-1.5
180,-68,327,4096,7.98,0.2,1.3,1.0,1.09
180,54,1936,4096,47.27,-1.5,1.3,0.57,0.74
180,55,2305,4096,56.27,0.4,2.2,1.28,1.28
180,56,2897,4096,70.73,0.2,2.7,2.25,2.35
180,57,3507,4096,85.62,-1.5,3.0,1.66,1.23
180,58,557,4096,13.6,-1.5,4.7,0.29,0.32
180,87,1044,4096,25.49,5.8,8.4,7.7,7.95
180,88,3432,4096,83.79,4.4,6.7,5.67,5.64
180,98,2401,4096,58.62,-1.5,-1.5,-1.5,-1.5
181,-67,103,4096,2.51,-0.3,3.2,1.2,1.05
181,-68,3147,4096,76.83,-0.3,1.3,0.78,0.79
181,88,88,4096,2.15,3.3,6.6,4.76,4.68
181,89,2053,4096,50.12,3.4,6.2,5.03,4.98
181,90,4053,4096,98.95,6.0,6.0,6.0,6.0
181,98,1341,4096,32.74,-1.5,-1.5,-1.5,-1.5
182,-67,2423,4096,59.16,-0.1,3.8,2.89,2.81
182,90,1656,4096,40.43,3.6,6.2,5.66,5.5
182,91,4087,4096,99.78,3.8,4.9,4.24,4.35
182,96,3844,4096,93.85,-0.2,1.9,1.34,1.21
182,97,3223,4096,78.69,1.0,2.6,2.08,2.09
182,98,708,4096,17.29,-1.5,2.2,-1.43,-1.34
183,-66,1563,4096,38.16,1.0,2.9,1.49,1.46
183,51,8,4096,0.2,0.2,0.2,0.2,0.2
183,53,792,4096,19.34,0.2,0.2,0.2,0.2
183,54,75,4096,1.83,-1.5,0.9,-1.37,-1.06
183,91,595,4096,14.53,3.0,5.6,4.41,4.5
183,92,748,4096,18.26,1.8,3.8,2.69,2.7
183,93,495,4096,12.08,1.4,2.5,2.15,2.03
183,94,240,4096,5.86,1.6,3.4,2.39,2.4
183,95,49,4096,1.2,-0.7,2.8,1.52,1.53
184,-65,671,4096,16.38,1.3,15.0,7.3,6.49
184,-66,3975,4096,97.05,1.1,2.3,1.65,1.72
184,51,260,4096,6.35,0.2,2.2,1.36,1.35
185,-64,336,4096,8.2,13.6,25.5,19.57,19.49
185,-65,3519,4096,85.91,12.0,17.2,14.3,14.38
185,51,1778,4096,43.41,1.7,2.3,2.02,1.98
186,-63,47,4096,1.15,24.6,29.9,26.9,27.32
186,-64,3012,4096,73.54,21.9,27.6,25.85,25.69
186,50,144,4096,3.52,1.7,3.0,2.3,2.4
186,51,3662,4096,89.4,1.7,2.5,2.25,2.23
187,-63,2162,4096,52.78,23.6,27.0,24.97,25.1
187,50,1549,4096,37.82,1.8,2.7,2.5,2.43
188,-62,1308,4096,31.93,20.3,24.4,22.18,22.25
188,-63,4080,4096,99.61,24.3,24.4,24.31,24.33
188,50,2509,4096,61.25,1.7,2.6,2.22,2.25
189,-61,647,4096,15.8,21.9,32.0,26.31,26.2
189,-62,3879,4096,94.7,20.7,23.8,22.23,22.32
189,49,7,4096,0.17,1.5,2.8,2.14,2.11
189,50,3474,4096,84.81,1.6,2.5,1.99,2.02
190,-60,241,4096,5.88,30.8,40.1,36.03,36.0
190,-61,3500,4096,85.45,28.8,35.8,31.87,31.81
190,49,946,4096,23.1,1.8,2.6,2.2,2.27
191,-15,97,4096,2.37,24.1,25.8,24.81,24.67
191,-59,10,4096,0.24,39.7,46.0,42.99,43.78
191,-60,2759,4096,67.36,36.6,43.5,40.44,40.44
191,49,2481,4096,60.57,1.7,2.5,2.17,2.13
192,-10,4,4096,0.1,22.4,23.5,22.71,22.87
192,-11,493,4096,12.04,22.4,23.5,22.9,22.84
192,-12,1332,4096,32.52,19.6,23.7,21.95,22.28
192,-13,2193,4096,53.54,19.7,25.3,21.48,20.95
192,-14,3140,4096,76.66,22.7,26.7,24.23,24.0
192,-15,3850,4096,93.99,24.0,26.0,25.24,25.05
192,-16,399,4096,9.74,25.0,26.4,25.49,25.53
192,-59,2036,4096,49.71,43.7,49.2,45.44,45.3
192,32,21,4096,0.51,4.7,5.8,5.33,5.26
192,33,70,4096,1.71,4.3,5.7,4.92,4.85
192,34,16,4096,0.39,4.0,10.5,5.99,6.27
192,48,201,4096,4.91,1.9,3.2,2.61,2.68
192,49,3887,4096,94.9,2.3,2.9,2.51,2.53
193,-16,2342,4096,57.18,22.6,25.9,24.09,24.34
193,-5,180,4096,4.39,19.1,22.8,20.25,20.36
193,-58,1305,4096,31.86,48.8,57.8,51.92,51.4
193,-59,4080,4096,99.61,48.7,49.5,49.13,49.13
193,-6,751,4096,18.33,19.9,22.8,22.52,22.56
193,-7,1352,4096,33.01,22.5,23.1,22.79,22.75
193,25,12,4096,0.29,7.7,9.8,8.97,8.32
193,26,847,4096,20.68,7.5,8.6,7.94,8.0
193,27,2114,4096,51.61,6.8,8.2,7.76,7.58
193,28,2913,4096,71.12,5.4,6.9,5.94,5.94
193,29,3312,4096,80.86,5.8,6.6,6.12,6.13
193,30,3392,4096,82.81,5.6,6.8,6.32,6.3
193,31,3469,4096,84.69,5.5,6.5,5.92,5.87
193,32,3963,4096,96.75,5.0,5.7,5.47,5.47
193,34,4056,4096,99.02,4.1,10.4,5.93,6.23
193,35,3171,4096,77.42,4.4,5.4,5.08,5.02
193,36,2143,4096,52.32,3.7,4.8,4.18,4.1
193,37,3483,4096,85.03,2.8,4.1,3.62,3.55
193,38,2810,4096,68.6,2.6,3.5,2.85,2.83
193,39,813,4096,19.85,2.0,2.9,2.61,2.57
193,47,7,4096,0.17,0.2,3.1,1.45,2.54
193,48,2060,4096,50.29,1.9,2.8,2.5,2.48
194,-16,3897,4096,95.14,22.2,23.8,22.97,23.04
194,-17,144,4096,3.52,22.5,25.0,23.93,23.93
194,-57,778,4096,18.99,56.0,62.0,60.48,60.97
194,-58,3871,4096,94.51,54.6,58.7,56.09,56.74
194,10,2331,4096,56.91,16.6,17.3,17.02,17.02
194,11,2625,4096,64.09,15.8,16.8,16.25,16.21
194,12,2877,4096,70.24,14.7,16.1,15.29,15.26
194,13,2892,4096,70.61,14.0,15.3,14.6,14.6
194,14,2499,4096,61.01,10.8,14.2,13.02,12.8
194,15,2249,4096,54.91,9.3,14.2,11.71,11.55
194,16,2003,4096,48.9,7.1,9.8,7.96,8.27
194,17,1681,4096,41.04,8.9,10.3,9.56,9.61
194,18,1519,4096,37.08,9.2,13.5,11.93,12.01
194,19,1597,4096,38.99,12.3,13.8,13.24,13.36
194,20,1508,4096,36.82,12.8,13.8,13.33,13.27
194,21,1290,4096,31.49,12.3,13.3,12.82,12.82
194,22,1511,4096,36.89,11.8,13.0,12.26,12.19
194,23,1963,4096,47.92,10.1,11.9,11.28,11.2
194,24,2697,4096,65.84,9.4,10.7,10.05,9.99
194,25,3695,4096,90.21,8.7,10.1,9.39,9.34
194,39,4055,4096,99.0,2.1,2.2,2.18,2.17
194,40,3123,4096,76.25,1.5,2.7,1.93,1.91
194,41,2063,4096,50.37,0.7,1.8,1.31,1.25
194,42,1511,4096,36.89,1.3,2.3,1.54,1.47
194,43,1075,4096,26.25,1.3,2.7,2.07,2.17
194,44,370,4096,9.03,1.5,2.7,2.18,2.16
194,46,537,4096,13.11,0.2,2.1,1.33,1.4
194,47,2870,4096,70.07,0.2,2.6,0.46,0.55
195,-17,1326,4096,32.37,24.0,25.6,24.81,24.68
195,-56,487,4096,11.89,57.2,60.3,58.84,58.6
195,-57,3714,4096,90.67,57.5,61.9,59.83,59.57
195,44,4087,4096,99.78,2.0,2.2,2.09,2.12
195,45,3528,4096,86.13,1.4,2.1,1.65,1.64
195,46,3986,4096,97.31,1.5,1.6,1.52,1.52
196,-17,2763,4096,67.46,24.7,25.6,25.32,25.32
196,-55,16,4096,0.39,56.9,61.1,59.2,59.18
196,-56,3072,4096,75.0,59.0,61.2,60.24,60.18
197,-17,3977,4096,97.09,24.7,25.4,25.03,25.02
197,-18,266,4096,6.49,24.7,27.0,25.95,25.89
197,-55,1966,4096,48.0,56.3,59.1,57.76,57.75
198,-18,1574,4096,38.43,26.3,27.4,26.89,26.89
198,-54,1741,4096,42.5,57.4,59.1,58.4,58.43
198,-55,4095,4096,99.98,57.4,57.5,57.47,57.48
199,-18,2738,4096,66.85,27.1,27.5,27.34,27.32
199,-53,1257,4096,30.69,58.4,61.0,59.54,59.54
199,-54,4050,4096,98.88,58.6,59.2,58.74,58.81
200,-18,3633,4096,88.7,26.1,27.3,26.66,26.6
200,-52,807,4096,19.7,59.3,66.0,63.59,63.6
200,-53,3925,4096,95.83,59.3,61.1,59.75,59.93
201,-18,4092,4096,99.9,26.3,26.4,26.35,26.35
201,-19,270,4096,6.59,26.0,27.2,26.72,26.68
201,-51,385,4096,9.4,62.7,67.3,65.27,65.6
201,-52,3633,4096,88.7,64.3,66.5,65.5,65.72
202,-19,968,4096,23.63,27.0,27.6,27.31,27.3
202,-50,102,4096,2.49,62.7,66.0,63.89,64.52
202,-51,3263,4096,79.66,62.7,64.3,62.86,62.73
203,-19,1715,4096,41.87,25.1,27.1,26.3,26.43
203,-49,6,4096,0.15,57.9,66.5,62.53,61.79
203,-50,2509,4096,61.25,62.4,66.3,64.33,64.35
204,-19,2716,4096,66.31,20.8,26.1,24.45,24.35
204,-49,1966,4096,48.0,49.7,61.9,56.62,56.75
205,-19,3818,4096,93.21,22.3,28.3,26.4,26.52
205,-20,50,4096,1.22,25.6,28.8,27.66,27.71
205,-48,1413,4096,34.5,43.9,50.2,46.88,47.1
205,-49,4076,4096,99.51,49.9,50.4,50.25,50.17
206,-20,2073,4096,50.61,28.2,28.8,28.63,28.6
206,-21,181,4096,4.42,28.2,29.1,28.67,28.67
206,-47,975,4096,23.8,41.1,44.4,42.75,42.82
206,-48,3973,4096,97.0,43.9,44.8,44.33,44.3
207,-21,3787,4096,92.46,28.7,29.4,28.87,28.87
207,-22,1985,4096,48.46,28.8,29.9,29.38,29.41
207,-23,218,4096,5.32,29.0,30.2,29.6,29.4
207,-46,636,4096,15.53,40.4,41.8,41.18,41.1
207,-47,3810,4096,93.02,41.1,41.6,41.39,41.41
208,-23,3785,4096,92.41,29.5,30.5,30.06,30.06
208,-24,1911,4096,46.66,30.1,31.5,30.68,30.75
208,-25,184,4096,4.49,30.7,32.1,31.43,31.29
208,-45,102,4096,2.49,32.5,41.3,35.53,35.65
208,-46,3330,4096,81.3,34.4,41.8,39.25,38.91
209,-25,3777,4096,92.21,31.5,31.9,31.77,31.74
209,-26,2034,4096,49.66,31.5,32.5,31.98,32.06
209,-27,207,4096,5.05,32.0,33.0,32.45,32.42
209,-45,2207,4096,53.88,32.4,39.2,37.24,36.78
210,-27,3726,4096,90.97,32.4,32.9,32.64,32.64
210,-28,1914,4096,46.73,32.6,33.5,33.01,33.06
210,-29,99,4096,2.42,32.9,33.9,33.43,33.41
210,-42,2,4096,0.05,38.5,39.5,39.1,39.27
210,-43,791,4096,19.31,38.8,39.3,39.05,39.06
210,-44,2285,4096,55.79,38.8,39.8,39.18,39.16
210,-45,4065,4096,99.24,39.0,39.0,39.0,39.0
211,-29,3548,4096,86.62,33.3,33.9,33.65,33.65
211,-30,1832,4096,44.73,33.7,34.4,34.01,33.99
211,-31,916,4096,22.36,34.2,34.9,34.45,34.49
211,-32,513,4096,12.52,34.3,35.3,34.67,34.69
211,-33,624,4096,15.23,34.1,35.7,34.91,34.8
211,-34,1015,4096,24.78,34.9,36.2,35.51,35.51
211,-35,1415,4096,34.55,35.4,36.3,35.91,35.88
211,-36,1740,4096,42.48,36.0,36.9,36.45,36.34
211,-37,1989,4096,48.56,36.4,37.6,36.99,36.99
211,-38,2190,4096,53.47,37.6,38.3,37.91,37.84
211,-39,2558,4096,62.45,37.7,38.5,38.04,37.96
211,-40,3017,4096,73.66,38.4,39.1,38.74,38.72
211,-41,3411,4096,83.28,38.9,39.6,39.25,39.23
211,-42,3807,4096,92.94,38.9,39.5,39.16,39.23
212,-28,1103,4096,26.93,31.5,33.3,32.27,32.51
212,-29,1164,4096,28.42,31.6,33.7,32.88,33.23
212,-30,1224,4096,29.88,32.8,34.2,33.48,33.59
212,-31,1285,4096,31.37,33.3,35.4,34.34,34.42
212,-32,1345,4096,32.84,34.2,35.5,34.81,34.89
212,-33,1408,4096,34.38,33.7,35.8,35.24,35.36
212,-34,1469,4096,35.86,34.6,36.5,35.38,35.6
212,-35,1530,4096,37.35,35.1,37.1,36.17,36.15
212,-36,1590,4096,38.82,36.0,37.7,36.97,36.5
212,-37,1651,4096,40.31,36.7,38.1,37.4,37.44
36,118,1270,4096,31.01,-1.6,-1.6,-1.6,-1.6
37,118,1815,4096,44.31,-1.6,-1.6,-1.6,-1.6
38,-29,28,4096,0.68,1.0,5.4,4.18,4.38
38,118,2362,4096,57.67,-1.6,-1.6,-1.6,-1.6
39,118,2902,4096,70.85,-1.6,-1.6,-1.6,-1.6
40,118,3447,4096,84.16,-1.6,-1.6,-1.6,-1.6
41,117,28,4096,0.68,-1.6,-1.6,-1.6,-1.6
41,118,3964,4096,96.78,-1.6,-1.6,-1.6,-1.6
42,117,437,4096,10.67,-1.6,-1.6,-1.6,-1.6
43,117,980,4096,23.93,-1.6,-1.6,-1.6,-1.6
44,117,1522,4096,37.16,-1.6,-1.6,-1.6,-1.6
45,117,1823,4096,44.51,-1.6,-1.6,-1.6,-1.6
51,-28,25,4096,0.61,5.6,13.3,8.99,8.4
52,-28,14,4096,0.34,9.4,19.3,14.13,12.85
70,-28,26,4096,0.63,20.3,27.7,23.42,25.53
71,-188,245,4096,5.98,31.4,44.1,34.28,35.64
71,-189,37,4096,0.9,21.8,34.7,26.18,28.44
72,-188,1612,4096,39.36,34.5,46.3,44.73,42.11
72,-189,20,4096,0.49,22.1,38.7,30.92,36.93
72,133,7,4096,0.17,-1.6,-1.6,-1.6,-1.6
73,-188,3089,4096,75.42,34.1,49.1,41.82,39.73
73,133,419,4096,10.23,-1.6,-1.6,-1.6,-1.6
74,-187,569,4096,13.89,46.4,48.9,47.79,47.83
74,-188,4001,4096,97.68,35.0,48.4,37.75,38.03
74,133,1081,4096,26.39,-1.6,-1.6,-1.6,-1.6
75,-187,2374,4096,57.96,47.1,56.8,51.72,51.14
75,-188,3968,4096,96.88,35.6,46.3,41.28,41.73
75,132,43,4096,1.05,-1.6,-0.3,-1.58,-1.6
75,133,2448,4096,59.77,-1.6,-1.6,-1.6,-1.6
76,-186,27,4096,0.66,43.2,57.6,48.96,46.11
76,-187,3874,4096,94.58,46.1,56.8,52.88,52.35
76,-188,3906,4096,95.36,31.6,38.4,34.11,34.34
76,132,221,4096,5.4,-1.6,-1.6,-1.6,-1.6
77,-186,902,4096,22.02,36.7,45.4,40.95,42.22
77,-188,3858,4096,94.19,28.3,31.7,30.2,30.39
77,132,180,4096,4.39,-1.6,-1.6,-1.6,-1.6
78,-186,2621,4096,63.99,36.7,46.0,42.46,41.7
78,132,883,4096,21.56,-1.6,-1.6,-1.6,-1.6
79,-185,402,4096,9.81,34.8,45.6,39.51,38.89
79,-186,3999,4096,97.63,42.2,45.8,44.45,44.52
79,132,1806,4096,44.09,-1.6,-1.6,-1.6,-1.6
87,129,374,4096,9.13,-1.6,-1.6,-1.6,-1.6
88,129,1818,4096,44.38,-1.6,-1.6,-1.6,-1.6
89,129,3310,4096,80.81,-1.6,-1.6,-1.6,-1.6
92,-180,520,4096,12.7,62.3,66.8,64.98,64.84
93,-180,2170,4096,52.98,63.8,66.4,65.3,65.28
94,-179,129,4096,3.15,58.9,67.7,61.35,60.95
94,-180,3788,4096,92.48,61.0,64.6,63.18,63.12
94,126,438,4096,10.69,-1.6,-1.6,-1.6,-1.6
95,-179,1456,4096,35.55,57.5,59.6,58.51,58.49
95,126,2133,4096,52.08,-1.6,-1.6,-1.6,-1.6
96,-179,3003,4096,73.32,53.6,57.9,56.32,56.2
96,125,124,4096,3.03,-1.6,-1.6,-1.6,-1.6
97,-178,473,4096,11.55,49.1,53.8,51.35,51.58
97,-179,4059,4096,99.1,53.3,54.3,53.75,53.65
97,-28,28,4096,0.68,3.4,6.2,5.11,4.85
97,125,1534,4096,37.45,-1.6,-1.6,-1.6,-1.6
98,-178,2031,4096,49.58,46.4,49.8,48.09,48.16
98,125,3253,4096,79.42,-1.6,-1.6,-1.6,-1.6
99,-177,19,4096,0.46,44.3,46.7,45.27,45.18
99,-178,3600,4096,87.89,44.7,47.1,45.99,45.91
99,124,906,4096,22.12,-1.6,-1.6,-1.6,-1.6
